Security Code,Issuer Name,Symbol,Security Name
521222,Sanblue Corporation Limited,SANBLUE,Sanblue Corporation Ltd,,,,,
521226,Uniroyal Industries Ltd,UNIROYAL,Uniroyal Industries Ltd,,,,,
521228,Tatia Global Vennture Limited,TATIAGLOB,Tatia Global Vennture Ltd,,,,,
521232,Sunil Industries Ltd.,SUNILTX,Sunil Industries Ltd,,,,,
521234,Sri Nachammai Cotton Mills Ltd.,SRINACHA,Sri Nachammai Cotton Mills Ltd,,,,,
521238,BHARAT GLOBAL DEVELOPERS LIMITED,BGDL,Bharat Global Developers Ltd,,,,,
521240,Sambandam Spinning Mills Ltd.,SAMBANDAM,Sambandam Spinning Mills Ltd,,,,,
521242,Kandagiri Spinning Mills Ltd.,KANDAGIRI,Kandagiri Spinning Mills Ltd,,,,,
521244,MKP Mobility Limited,MKPMOB,MKP Mobility Ltd,,,,,
521246,Paras Petrofils Ltd.,PARASPETRO,Paras Petrofils Ltd,,,,,
521248,Kitex Garmenets Ltd.,KITEX,Kitex Garments Ltd,,,,,
522001,Cranex Ltd.,CRANEX,Cranex Ltd,,,,,
522004,Batliboi Ltd,BATLIBOI,Batliboi Ltd,,,,,
522005,Austin Engineering Co. Ltd.,AUSTENG,Austin Engineering Company Ltd,,,,,
522014,United Drilling Tools Ltd.,UNIDT,United Drilling Tools Ltd,,,,,
522017,Fluidomat Ltd.,FLUIDOM,Fluidomat Ltd,,,,,
522027,Ema India Ltd.,EMAINDIA,EMA India Ltd,,,,,
522029,Windsor Machines Limited,WINDMACHIN,Windsor Machines Ltd,,,,,
522034,Shanthi Gears Ltd.,SHANTIGEAR,Shanthi Gears Ltd,,,,,
522036,Miven Machine Tools Ltd.,MIVENMACH,Miven Machine Tools Ltd,,,,,
522064,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,Honda India Power Products Ltd,,,,,
522073,The Hi-Tech Gears Limited,HITECHGEAR,The Hi-Tech Gears Ltd,,,,,
522074,Elgi Equipments Ltd.,ELGIEQUIP,Elgi Equipments Ltd,,,,,
522091,United Van Der Horst Ltd.,UVDRHOR,United Van Der Horst Ltd,,,,,
522101,Kilburn Engineering Ltd,KLBRENG-B,Kilburn Engineering Ltd,,,,,
522105,Birla Precision Technologies Ltd,BIRLAPREC,Birla Precision Technologies Ltd,,,,,
522108,Yuken India Ltd.,YUKEN,Yuken India Ltd,,,,,
522113,Timken India Ltd,TIMKEN,Timken India Ltd,,,,,
522122,Voith Paper Fabrics India Ltd,VOITHPAPR,Voith Paper Fabrics India Ltd,,,,,
522134,ARTSON LIMITED,ARTSON,Artson Ltd,,,,,
522152,Solitaire Machine Tools Ltd,SOLIMAC,Solitaire Machine Tools Ltd,,,,,
522163,Diamond Power Infrastructure Limited,DIACABS,Diamond Power Infrastructure Ltd,,,,,
522165,Indsil Hydro Power and Manganese Limited,INDSILHYD,Indsil Hydro Power and Manganese Ltd,,,,,
522183,ITL Industries Ltd.,ITL,ITL Industries Ltd,,,,,
522195,Frontier Springs Ltd.,FRONTSP,Frontier Springs Ltd,,,,,
522205,Praj Industries Ltd.,PRAJIND,Praj Industries Ltd,,,,,
522207,Rasandik Engg. Industries India Ltd,RASANDIK,Rasandik Engineering Industries India Ltd,,,,,
522209,Yogi Sung-won (India) Ltd.,YOGISUNG,Yogi Sungwon (India) Ltd,,,,,
522215,HLE GLASCOAT LIMITED,HLEGLAS,HLE Glascoat Ltd,,,,,
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,Gujarat Apollo Industries Ltd,,,,,
522229,Taneja Aerospace & Aviation Ltd.,TANAA,Taneja Aerospace & Aviation Ltd,,,,,
522231,Conart Engineers Ltd.,CONART,Conart Engineers Ltd,,,,,
522235,Minal Industries Limited,MINALIND,Minal Industries Ltd,,,,,
522237,Shivagrico Implements Ltd.,SHIVAGR,Shivagrico Implements Ltd,,,,,
522241,M.M.Forgings Ltd.,MMFL,MM Forgings Ltd,,,,,
522249,Mayur Uniquoters ltd.,MAYURUNIQ,Mayur Uniquoters Ltd,,,,,
522251,Cenlub Industries Ltd.,CENLUB,Cenlub Industries Ltd,,,,,
522257,Rajoo Engineers Ltd.,RAJOOENG,Rajoo Engineers Ltd,,,,,
522261,Dolphin Offshore Enterprises (India) ltd.,DOLPHIN,Dolphin Offshore Enterprises (India) Ltd,,,,,
522267,Veejay Lakshmi Engineering Works Lt,VJLAXMIE,Veejay Lakshmi Engineering Works Ltd,,,,,
522273,Ahmedabad Steelcraft Ltd.,AHMDSTE,Ahmedabad Steelcraft Ltd,,,,,
522275,GE Vernova T&D India Limited,GVT&D,GE Vernova T&D India Ltd,,,,,
522281,Ram Ratna Wires Ltd.,RAMRAT,Ram Ratna Wires Ltd,,,,,
522285,Jayaswal Neco Industries Ltd,JAYNECOIND,Jayaswal Neco Industries Ltd,,,,,
522287,KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL,Kalpataru Projects International Ltd,,,,,
522289,NMS GLOBAL LIMITED,NMSGLOBAL,NMS Global Ltd,,,,,
522292,CANDOUR TECHTEX LIMITED,CANDOUR,Candour Techtex Ltd,,,,,
522294,T & I Global Ltd.,TIGLOB,T & I Global Ltd,,,,,
522295,Control Print (India) Ltd.,CONTROLPR,Control Print Ltd,,,,,
522650,Bemco Hydraulics Ltd.,BEMHY,Bemco Hydraulics Ltd ,,,,,
523007,Ansal Buildwell Ltd.,ANSALBU,Ansal Buildwell Ltd,,,,,
523011,Weizmann Limited.,WEIZMANIND,Weizmann Ltd,,,,,
523019,B.N.Rathi Securities Ltd.,BNRSEC,BN Rathi Securities Ltd,,,,,
523021,Rishi Techtex Limited,RISHITECH,Rishi Techtex Ltd,,,,,
523023,Sinclairs Hotels  Ltd,SINCLAIR,Sinclairs Hotels Ltd,,,,,
523025,Safari Industries (India) Ltd.,SAFARI,Safari Industries India Ltd,,,,,
523031,A.D.S. Diagnostics Ltd.,ADSDIAG,A D S Diagnostics Ltd,,,,,
523054,Binayak Tex Processors  Ltd.,ZBINTXPP,Binayak Tex Processors Ltd,,,,,
523062,J.J. Finance Corporation Ltd.,JJFINCOR,JJ Finance Corporation Ltd,,,,,
523100,Cosmo Ferrites Ltd.,COSMOFE,Cosmo Ferrites Ltd,,,,,
523105,CROPSTER AGRO LIMITED,CROPSTER,Cropster Agro Ltd,,,,,
523113,Futuristic Securities Ltd,FUTURSEC,Futuristic Securities Ltd,,,,,
523116,Sanco Trans Ltd.,SANCTRN,Sanco Trans Ltd,,,,,
523120,THRIVE FUTURE HABITATS LIMITED,THRIVE,Thrive Future Habitats Ltd,,,,,
523127,EIH Associated Hotels Ltd.,EIHAHOTELS,EIH Associated Hotels Ltd,,,,,
523144,Medi-Caps Ltd.,MEDICAPQ,Medi Caps Ltd,,,,,
523151,Otco International Ltd,OTCO,OTCO International Ltd,,,,,
523160,FOSECO CRUCIBLE INDIA LIMITED,FOSECOC,Foseco Crucible (India) Ltd,,,,,
523186,B&A Packaging India Limited,BAPACK,B&A Packaging India Ltd,,,,,
523207,Kokuyo Camlin Ltd,KOKUYOCMLN,Kokuyo Camlin Ltd,,,,,
523222,SRM Energy Limited,SRMENERGY,SRM Energy Ltd,,,,,
523229,Bharat Seats Ltd,BHARATSE,Bharat Seats Ltd,,,,,
523232,Continental Petroleums Ltd.,CONTPTR,Continental Petroleums Ltd,,,,,
523242,N.B. Footwear Ltd.,NBFOOT,NB Footwear Ltd,,,,,
523248,Machino Plastics Ltd,MACPLASQ,Machino Plastics Ltd,,,,,
523260,Pearl Polymers Ltd.,PEARLPOLY,PEARL Polymers Ltd,,,,,
523261,Venky's (India) ltd.,VENKEYS,Venkys (India) Ltd,,,,,
523269,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,Advani Hotels & Resorts (India) Ltd,,,,,
523283,Superhouse limited,SUPERHOUSE,Superhouse Ltd,,,,,
523289,Rama Vision Ltd,RAMAVISION,Rama Vision Ltd,,,,,
523301,TCPL Packaging Limited,TCPLPACK,TCPL Packaging Ltd,,,,,
523309,Shri Gang Industries & Allied Products Limited,SHRIGANG,Shri Gang Industries & Allied Products Ltd,,,,,
523315,Purity Flex Pack Ltd,PURITY,Purity Flexpack Ltd,,,,,
523319,Balmer Lawrie & Co. Ltd.,BALMLAWRIE,Balmer Lawrie & Company Ltd,,,,,
523323,Kovai Medical Center & Hospital Ltd,KOVAI,Kovai Medical Center & Hospital Ltd,,,,,
523329,Eldeco Housing & Ind. Ltd.,ELDEHSG,Eldeco Housing & Industries Ltd,,,,,
523343,Microse India Limited,MICROSE,Microse India Ltd,,,,,
523351,Standard Shoe Sole and Mould (India) Ltd,STDSHOE,Standard Shoe Sole and Mould (India) Ltd,,,,,
523367,DCM Shriram Limited,DCMSHRIRAM,DCM Shriram Ltd,,,,,
523369,DCM Shriram Industries Ltd.,DCMSRIND,DCM Shriram Industries Ltd,,,,,
523371,Mawana Sugars Ltd,MAWANASUG,Mawana Sugars Ltd,,,,,
523373,Mini Diamonds (India) Ltd.,MINID,Mini Diamonds India Ltd,,,,,
523384,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd,,,,,
523385,Nilkamal Limited,NILKAMAL,Nilkamal Ltd,,,,,
523387,HOMRE LIMITED,HOM,HOMRE Ltd,,,,,
523391,Nahar Polyfilms Ltd.,NAHARPOLY,Nahar Polyfilms Ltd,,,,,
523395,3M India Ltd.,3MINDIA,3M India Ltd,,,,,
523398,BOSCH HOME COMFORT INDIA LIMITED,BOSCH-HCIL,Bosch Home Comfort India Ltd,,,,,
523405,JM Financial Limited,JMFINANCIL,JM Financial Ltd,,,,,
523411,ADC India Communications Limited,ADCINDIA,ADC India Communications Ltd,,,,,
523419,Tamilnadu Telecommunications Ltd.,TNTELE,Tamilnadu Telecommunications Ltd,,,,,
523425,Sunraj Diamond Exports Ltd.,SUNRAJDI,Sunraj Diamond Exports Ltd,,,,,
523445,Reliance Industrial Infrastructure,RIIL,Reliance Industrial Infrastructure Ltd,,,,,
523457,Linde India Limited,LINDEINDIA,Linde India Ltd,,,,,
523465,Ind Bank Housing Ltd,INDBNK,Ind Bank Housing Ltd,,,,,
523467,Jai Mata Glass Ltd.,JAIMATAG,Jai Mata Glass Ltd,,,,,
523475,Lotus Chocolate Co. Ltd.,LOTUSCHO,Lotus Chocolate Company Ltd,,,,,
523483,Pacific Industries ltd.,PACIFICI,Pacific Industries Ltd,,,,,
523489,Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP,Chennai Meenakshi Multispeciality Hospital Ltd,,,,,
523537,APM Industries Ltd.,APMIN,APM Industries Ltd,,,,,
523539,Precision Wires India ltd.,PRECWIRE,Precision Wires India Ltd,,,,,
523550,Krypton Industries Ltd,KRYPTONQ,Krypton Industries Ltd,,,,,
523558,SWISS MILITARY CONSUMER GOODS LIMITED,SWISSMLTRY,Swiss Military Consumer Goods Ltd,,,,,
523566,Martin Burn Ltd,MARBU,Martin Burn Ltd,,,,,
523574,Future Enterprises Limited,FEL,Future Enterprises Ltd,,,,,
523586,Indian Toners & Developers Ltd.,INDTONER,Indian Toners & Developers Ltd,,,,,
523594,Kunststoffe Industries Ltd.,KUNSTOFF,Kunststoffe Industries Ltd,,,,,
523598,Shipping Corporation Of India Ltd,SCI,Shipping Corporation of India Ltd,,,,,
523606,Sika Interplant Systems Ltd.,SIKA,Sika Interplant Systems Ltd,,,,,
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,ITI Ltd,,,,,
523618,Dredging Corporation of India Ltd.,DREDGECORP,Dredging Corporation of India Ltd,,,,,
523620,Phaarmasia Limited.,PHRMASI,Phaarmasia Ltd,,,,,
523630,National Fertilizers Ltd.,NFL,National Fertilizers Ltd,,,,,
523638,IP Rings Ltd.,IPRINGLTD,IP Rings Ltd,,,,,
523642,PI Industries Limited,PIIND,PI Industries Ltd,,,,,
523648,Plastiblends India Ltd.,PLASTIBLEN,Plastiblends India Ltd,,,,,
523650,YASH INNOVENTURES LIMITED,YASHINNO,Yash Innoventures Ltd,,,,,
523652,Kkalpana Plastick Limited,KKPLASTICK,Kkalpana Plastick Ltd,,,,,
523660,Waterbase Limited,WATERBASE,Waterbase Ltd,,,,,
523672,Flex Foods Ltd.,FLEXFO,Flex Foods Ltd,,,,,
523676,Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd,,,,,
523694,Apcotex Industries Limited,APCOTEXIND,Apcotex Industries Ltd,,,,,
523696,Fortis Malar Hospitals Limited,FORTISMLR,Fortis Malar Hospitals Ltd,,,,,
523704,Mastek Limited,MASTEK,Mastek Ltd,,,,,
523708,EIMCO Elecon India Ltd.,EIMCOELECO,Eimco Elecon (India) Ltd,,,,,
523710,Sayaji Hotel Ltd,SAYAJIHOTL,Sayaji Hotels Ltd,,,,,
523716,Ashiana Housing Limited,ASHIANA,Ashiana Housing Ltd,,,,,
523722,Svam Software Ltd,SVAMSOF,Svam Software Ltd,,,,,
523732,Ecoboard Industries Ltd,ECOBOAR,Ecoboard Industries Ltd,,,,,
523736,Dhunseri Ventures Limited,DVL,Dhunseri Ventures Ltd,,,,,
523752,TRANS INDIA HOUSE IMPEX LIMITED,TIHIL,Trans India House Impex Ltd,,,,,
523754,MAHINDRA EPC IRRIGATION LIMITED,MAHEPC,Mahindra EPC Irrigation Ltd,,,,,
523782,Mitshi India Limited,MITSHI,Mitshi India Ltd,,,,,
523790,Shukra Jewellers Limited,SHUKJEW,Shukra Jewellery Ltd,,,,,
523792,Mazda Ltd.,MAZDA,Mazda Ltd,,,,,
523796,Viceroy Hotels Ltd.,VHLTD,Viceroy Hotels Ltd,,,,,
523826,Sovereign Diamonds Ltd,SOVERDIA,Sovereign Diamonds Ltd,,,,,
523828,Menon Bearings Ltd,MENONBE,Menon Bearings Ltd,,,,,
523832,Mukat Pipes Limited,MUKATPIP,Mukat Pipes Ltd,,,,,
523836,Gujarat Raffia Ind. Ltd.,GUJRAFFIA,Gujarat Raffia Industries Ltd,,,,,
523838,Simplex Infrastructures Limited,SIMPLEXINF,Simplex Infrastructures Ltd,,,,,
523840,Innovative Tech Pack Ltd,INNOVTEC,Innovative Tech Pack Ltd,,,,,
523842,Super Tannery Limited,SUPTANERY,Super Tannery Ltd,,,,,
523844,CONSTRONICS INFRA LIMITED,CONSTRONIC,Constronics Infra Ltd,,,,,
523850,Axtel Industries Ltd.,AXTEL,Axtel Industries Ltd,,,,,
523862,GRAND OAK CANYONS DISTILLERY LIMITED,GRANDOAK,Grand Oak Canyons Distillery Ltd,,,,,
523874,East India Drums and Barrels Manufacturing Limited,EASTINDIA,East India Drums and Barrels Manufacturing Ltd,,,,,
523888,MEGAMONT LIMITED,MEGAMONT,Megamont Ltd,,,,,
524000,POONAWALLA FINCORP LIMITED,POONAWALLA,Poonawalla Fincorp Ltd,,,,,
524019,Kingfa Science & Technology (India) Ltd,KINGFA,Kingfa Science & Technology (India) Ltd,,,,,
524031,Patidar Buildcon Limited,PATIDAR,Patidar Buildcon Ltd,,,,,
524037,Rama Phosphates Ltd.,RAMAPHO,Rama Phosphates Ltd,,,,,
524038,Venlon Enterprises Ltd.,VENLONENT,Venlon Enterprises Ltd,,,,,
524046,Pet Plastics Ltd.,PETPLST,Pet Plastics Ltd,,,,,
524051,Polyplex Corporation Ltd.,POLYPLEX,Polyplex Corporation Ltd,,,,,
524055,Panther Industrial Products Ltd.,PANIDPR,Panther Industrial Products Ltd,,,,,
524075,Albert David Ltd.,ALBERTDAVD,Albert David Ltd,,,,,
524080,Haryana Leather Chemicals Ltd.,HARLETH,Haryana Leather Chemicals Ltd,,,,,
524091,CARYSIL LIMITED,CARYSIL,Carysil Ltd,,,,,
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,Kabra Extrusiontechnik Ltd,,,,,
524129,Vinyl Chemicals (India) Ltd.,VINYLINDIA,Vinyl Chemicals (India) Ltd,,,,,
524136,Pee Cee Cosma Sope Ltd.,PCCOSMA,Pee Cee Cosma Sope Ltd,,,,,
524156,TCM Ltd.,TCMLMTD,TCM Ltd,,,,,
524164,IOL Chemicals & Pharmaceuticals Ltd,IOLCP,IOL Chemicals & Pharmaceuticals Ltd,,,,,
524174,Kesar Petroproducts Ltd,KESARPE,Kesar Petroproducts Ltd,,,,,
524200,Vinati Organics Ltd.,VINATIORGA,Vinati Organics Ltd,,,,,
524202,Lactose (India) Ltd.,LACTOSE,Lactose India Ltd,,,,,
524204,Teesta Agro Industries Ltd,TEEAI,Teesta Agro Industries Ltd,,,,,
524208,Aarti Industries Ltd,AARTIIND,Aarti Industries Ltd,,,,,
524210,Pentokey Organy (India) Ltd.,PNTKYOR,Pentokey Organy India Ltd,,,,,
524212,Wanbury Limited,WANBURY,Wanbury Ltd,,,,,
524218,Resonance Specialties Limited,RESONANCE,Resonance Specialties Ltd,,,,,
524226,Gujarat Ambuja Exports Ltd.,GAEL,Gujarat Ambuja Exports Ltd,,,,,
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,Rashtriya Chemicals and Fertilizers Ltd,,,,,
524238,Gujarat Inject (Kerala) Ltd.,GUJINJEC,Gujarat Inject Kerala Ltd,,,,,
524280,Kopran Ltd.,KOPRAN,Kopran Ltd,,,,,
524288,Aimco Pesticides Ltd.,AIMCOPEST,Aimco Pesticides Ltd,,,,,
524314,Gujarat Terce Laboratories Ltd,GUJTERC,Gujarat Terce Laboratories Ltd,,,,,
524322,Kabra Drugs Ltd,KABRADG,Kabra Drugs Ltd,,,,,
524324,Seya Industries Ltd,SEYAIND,Seya Industries Ltd,,,,,
524330,Jayant Agro-Organics Limited.,JAYAGROGN,Jayant Agro Organics Ltd,,,,,
524332,BCL INDUSTRIES LIMITED,BCLIND,BCL Industries Ltd,,,,,
524336,Shree Hari Chemicals Export Ltd.,SHHARICH,Shree Hari Chemicals Export Ltd,,,,,
524342,Indo Borax & Chemicals Ltd.,INDOBORAX,Indo Borax & Chemicals Ltd,,,,,
524348,Aarti Drugs Limited,AARTIDRUGS,Aarti Drugs Ltd,,,,,
524370,Bodal Chemicals Ltd,BODALCHEM,Bodal Chemicals Ltd,,,,,
524372,Orchid Pharma Limited,ORCHPHARMA,Orchid Pharma Ltd,,,,,
524394,Vimta Labs Ltd.,VIMTALABS,Vimta Labs Ltd,,,,,
524396,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd,,,,,
524400,Ishita Drugs & Industries Ltd.,ISHITADR,Ishita Drugs & Industries Ltd,,,,,
524404,Marksans Pharma Ltd.,MARKSANS,Marksans Pharma Ltd,,,,,
524408,Universal Starch-Chem Allied Ltd.,UNIVSTAR,Universal Starch Chem Allied Ltd,,,,,
524412,Aarey Drugs & Pharmaceuticals Ltd,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Ltd,,,,,
524414,Norris Medicines Ltd.,NORRIS,Norris Medicines Ltd,,,,,
524434,Asian Petroproducts & Exports Ltd.,ASINPET,Asian Petroproducts & Exports Ltd,,,,,
524440,Camex  Ltd.,CAMEXLTD,Camex Ltd,,,,,
524444,EVEXIA LIFECARE LIMITED,EVEXIA,Evexia Lifecare Ltd,,,,,
524458,Indo Euro Indchem Limited,INDOEURO,Indo Euro Indchem Ltd,,,,,
524470,Syncom Formulations (India) Ltd.,SYNCOMF,Syncom Formulations India Ltd,,,,,
524480,Riddhi Siddhi Gluco Biols Ltd,RIDDHI,Riddhi Siddhi Gluco Biols Ltd,,,,,
524488,SVC INDUSTRIES LIMITED,SVCIND,SVC INDUSTRIES Ltd,,,,,
524494,Ipca Laboratories Ltd.,IPCALAB,Ipca Laboratories Ltd,,,,,
524500,Kilitch Drugs (I) Ltd.,KILITCH,Kilitch Drugs India Ltd,,,,,
524502,Raaj Medisafe India Limited,RAAJMEDI,Raaj Medisafe India Ltd,,,,,
524504,REVATI MEDIA LIMITED,REVAMEDIA,Revati Media Ltd,,,,,
524506,Coral Laboratories Ltd.,CORALAB,Coral Laboratories Ltd,,,,,
524514,Tulasee Bio-Ethanol Ltd.,TULASEEBIOE,Tulasee Bio Ethanol Ltd,,,,,
524516,Bacil Pharma Ltd.,BACPHAR,Bacil Pharma Ltd,,,,,
524518,Krebs Biochemicals & Industries Ltd.,KREBSBIO,Krebs Biochemicals & Industries Ltd,,,,,
524520,KMC Speciality Hospitals India Limited,KMCSHIL,KMC Speciality Hospitals (India) Ltd,,,,,
524522,Laffans Petrochemicals Ltd.,LAFFANSQ,Laffans Petrochemicals Ltd,,,,,
524534,Bhaskar Agrochemicals Ltd.,BHASKAGR,Bhaskar Agrochemicals Ltd,,,,,
524542,Sukhjit Starch & Chemicals Ltd.,SUKHJITS,Sukhjit Starch & Chemicals Ltd,,,,,
524548,Sharma East India Hospitals And Res,SHARMEH,Sharma East India Hospitals & Medical Research Ltd,,,,,
524558,Neuland Laboratories Limited.,NEULANDLAB,Neuland Laboratories Ltd,,,,,
524564,Gayatri BioOrganics Ltd,GAYATRIBI,Gayatri BioOrganics Ltd,,,,,
524570,Poddar Pigments Ltd.,PODDARMENT,Poddar Pigments Ltd,,,,,
524572,Pharmaids Pharmaceuticals Ltd.,PHARMAID,Pharmaids Pharmaceuticals Ltd,,,,,
524576,Vivid Global Industries Limited,VIVIDIND,Vivid Global Industries Ltd,,,,,
524580,Priya Limited.,PRIYALT,Priya Ltd,,,,,
524582,Tirupati Starch & Chemicals Ltd.,TIRUSTA,Tirupati Starch & Chemicals Ltd,,,,,
524592,JAYSYNTH ORGOCHEM LIMITED,JAYSYNTH,Jaysynth Orgochem Ltd,,,,,
524594,Aeonx Digital Technology Limited,AEONXDIGI,Aeonx Digital Technology Ltd,,,,,
524598,AksharChem (India) Ltd.,AKSHARCHEM,AksharChem India Ltd,,,,,
524602,BANDARAM PHARMA PACKTECH LIMITED,BANDARAM,Bandaram Pharma Packtech Ltd,,,,,
524604,ADLINE CHEM LAB LIMITED,ADLINE,Adline Chem Lab Ltd,,,,,
524606,Beryl Drugs Ltd.,BERLDRG,Beryl Drugs Ltd,,,,,
524614,IEL LIMITED,INDXTRA,IEL Ltd,,,,,
524622,iStreet Network Limited,ISTRNETWK,iStreet Network Ltd,,,,,
524624,Gagan Gases Ltd.,GAGAN,Gagan Gases Ltd,,,,,
524628,Parker Agro Chem Export Ltd.,PARKERAC,Parker Agrochem Exports Ltd,,,,,
524632,Shukra Pharmaceuticals Limited,SHUKRAPHAR,Shukra Pharmaceuticals Ltd,,,,,
524634,Alufluoride  Ltd.,ALUFLUOR,Alufluoride Ltd,,,,,
524636,OXYGENTA PHARMACEUTICAL LIMITED,OXYGENTAPH,Oxygenta Pharmaceutical Ltd,,,,,
524640,Archit Organosys Limited,ARCHITORG,Archit Organosys Ltd,,,,,
524648,Indo Amines Ltd.,INDOAMIN,Indo Amines Ltd,,,,,
524654,Natural Capsules Ltd.,NATCAPSUQ,Natural Capsules Ltd,,,,,
524661,Welcure Drugs & Pharmaceuticals ltd,WELCURE,Welcure Drugs & Pharmaceuticals Ltd,,,,,
524663,Bharat Immunologicals & Biologicals,BIBCL,Bharat Immunologicals & Biologicals Corporation Ltd,,,,,
524667,Savita Oil Technologies Limited,SOTL,Savita Oil Technologies Ltd,,,,,
524669,Hester Biosciences Ltd,HESTERBIO,Hester Biosciences Ltd,,,,,
524675,Kabsons Industries Ltd.,KABSON,Kabsons Industries Ltd,,,,,
524687,Basant Agro-Tech (India) Ltd.,BASANTGL,Basant Agro Tech India Ltd,,,,,
524703,Sandu Pharmaceuticals Ltd.,SANDUPHQ,Sandu Pharmaceuticals Ltd,,,,,
524709,NACL Industries Limited,NACLIND,NACL Industries Ltd,,,,,
524711,Vista Pharmaceuticals Ltd.,VISTAPH,Vista Pharmaceuticals Ltd,,,,,
524715,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Sun Pharmaceutical Industries Ltd,,,,,
524717,Titan Bio-Tech Ltd.,TITANBIO,Titan Biotech Ltd,,,,,
524723,Bijoy Hans Ltd,BIJHANS,Bijoy Hans Ltd,,,,,
524727,Span Divergent Limited,SDL,Span Divergent Ltd,,,,,
524731,Jenburkt Pharmaceuticals Ltd.,JENBURPH,Jenburkt Pharmaceuticals Ltd,,,,,
524735,Hikal Ltd.,HIKAL,Hikal Ltd,,,,,
524742,Caplin Point Laboratories Ltd.,CAPLIPOINT,Caplin Point Laboratories Ltd,,,,,
524743,FISCHER MEDICAL VENTURES LIMITED,FISCHER,Fischer Medical Ventures Ltd,,,,,
524748,Link Pharma Chem Ltd.,LINKPH,Link Pharma Chem Ltd,,,,,
524752,DECIPHER LABS LIMITED,DECIPHER,Decipher Labs Ltd,,,,,
524768,Emmessar Biotech & Nutrition Ltd.,EMMESSA,Emmessar Biotech & Nutrition Ltd,,,,,
524774,NGL Fine Chem Ltd.,NGLFINE,NGL Fine Chem Ltd,,,,,
524790,Everest Organics Ltd.,EVERESTO,Everest Organics Ltd,,,,,
524804,Aurobindo Pharma Ltd.,AUROPHARMA,Aurobindo Pharma Ltd,,,,,
524808,Phyto Chem (India) Ltd.,PHYTO,Phyto Chem India Ltd,,,,,
524816,Natco Pharma Ltd.,NATCOPHARM,Natco Pharma Ltd,,,,,
524818,Dynamic Industries Ltd.,DYNAMIND,Dynamic Industries Ltd,,,,,
524820,Panama Petrochem Ltd.,PANAMAPET,Panama Petrochem Ltd,,,,,
524824,Bal Pharma Ltd.,BALPHARMA,Bal Pharma Ltd,,,,,
524828,BDH Industries Ltd.,BDH,BDH Industries Ltd,,,,,
526001,Jauss Polymers Ltd,JAUSPOL,Jauss Polymers Ltd,,,,,
526025,Globus Constructors & Developers Limited,GLOBUSCON,Globus Constructors & Developers Ltd,,,,,
526027,Cubex Tubings Ltd,CUBEXTUB,Cubex Tubings Ltd,,,,,
526043,Polymechplast Machines Ltd.,POLYCHMP,Polymechplast Machines Ltd,,,,,
526071,STELLANT SECURITIES (INDIA) LIMITED,STELLANT,Stellant Securities (India) Ltd,,,,,
526073,Galaxy Bearings Ltd.,GALXBRG,Galaxy Bearings Ltd,,,,,
526075,Rekvina Laboratories Ltd,VINRKLB,Rekvina Laboratories Ltd,,,,,
526081,SC Agrotech Limited,SCAGRO,SC Agrotech Ltd,,,,,
526095,Ravileela Granites Limited,RALEGRA,Ravileela Granites Ltd,,,,,
526113,Uniroyal Marine Exports Ltd.,UNRYLMA,Uniroyal Marine Exports Ltd,,,,,
526115,Karan Woo-sin ltd.,KARANWO,Karan Woo Sin Ltd,,,,,
526117,Shervani Industrial syndicate Ltd,SHERVANI,Shervani Industrial Syndicate Ltd,,,,,
526125,BN AGROCHEM LIMITED,BNAGROCHEM,BN Agrochem Ltd,,,,,
526133,Supertex Industries Ltd,SUPERTEX,Supertex Industries Ltd,,,,,
526137,Shetron Ltd.,SHETR,Shetron Ltd,,,,,
526139,Transgene Biotek Ltd.,TRABI,Transgene Biotek Ltd,,,,,
526143,MPL Plastics Limited,MPL,Mpl Plastics Ltd,,,,,
526159,Nikhil Adhesives Ltd.,NIKHILAD,Nikhil Adhesives Ltd,,,,,
526161,Spenta International Ltd.,SPENTA,Spenta International Ltd,,,,,
526169,Multibase India Ltd,MULTIBASE,Multibase India Ltd,,,,,
526173,Andrew Yule & Company Ltd,ANDREWYU,Andrew Yule & Company Ltd,,,,,
526179,Ludlow Jute & Specialities Ltd,LUDLOWJUT,Ludlow Jute & Specialities Ltd,,,,,
526187,Ashram Online.com Ltd,ASHRAM,Ashram Online.Com Ltd,,,,,
526193,Royal Cushion Vinyl Products Ltd.,ROYALCU,Royal Cushion Vinyl Products Ltd,,,,,
526211,Suraj Industries Limited.,SURJIND,Suraj Industries Ltd,,,,,
526217,Hitech Corporation Limited,HITECHCORP,Hitech Corporation Ltd,,,,,
